inspection_id,product_id,inspection_date,result,failure_reason,notes
312,161,2025-12-07,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
313,161,2026-01-18,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
314,162,2025-09-23,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
315,163,2025-12-26,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
316,163,2026-02-05,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
317,163,2025-05-13,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
318,164,2025-07-04,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
319,164,2025-06-09,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
320,164,2026-01-10,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
321,165,2026-03-24,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
322,165,2025-11-13,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
323,165,2026-01-05,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
324,166,2025-05-19,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
325,167,2026-01-25,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
326,167,2026-02-07,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
327,168,2026-02-06,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
328,168,2026-05-01,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
329,168,2026-02-12,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
330,169,2025-09-01,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
331,170,2026-05-05,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
332,171,2025-06-29,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
333,171,2026-02-08,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
334,171,2025-12-13,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
335,172,2025-06-05,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
336,173,2025-08-03,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
337,173,2026-02-10,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
338,174,2026-01-18,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
339,175,2025-11-25,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
340,176,2025-09-24,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
341,176,2025-12-24,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
342,177,2025-09-19,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
343,177,2025-07-19,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
344,177,2026-05-07,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
345,178,2025-08-15,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
346,179,2025-09-12,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
347,180,2026-03-27,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
348,180,2025-07-06,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
349,180,2026-03-20,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
350,181,2025-05-25,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
351,182,2025-08-26,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
352,182,2025-07-07,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
353,183,2026-02-05,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
354,183,2026-03-01,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
355,183,2025-09-03,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
356,184,2025-07-26,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
357,184,2026-05-01,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
358,184,2025-05-29,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
359,185,2026-02-18,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
360,185,2025-12-14,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
361,185,2025-08-09,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
362,186,2026-02-27,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
363,187,2026-02-16,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
364,187,2026-03-30,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
365,188,2025-07-12,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
366,188,2025-10-06,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
367,189,2026-04-20,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
368,190,2025-06-10,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
369,190,2025-09-05,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
370,190,2025-12-15,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
371,191,2026-02-07,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
372,191,2025-06-20,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
373,191,2025-11-06,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
374,192,2025-07-17,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
